tingkat setelah parent,parent,similarity
4,nekrosis,"[('infark', 0.8343068361282349), ('peradangan', 0.8322728276252747), ('disfungsi', 0.8190714120864868), ('fibrosis', 0.8116004467010498), ('hiperplasia', 0.8104292154312134), ('anemia', 0.8028751015663147), ('simtoma', 0.7963629364967346), ('perdarahan', 0.7945895195007324), ('inflamasi', 0.7902615666389465), ('pembengkakan', 0.789960503578186)]"
4,neraka,"[('jahannam', 0.6924409866333008), ('surga', 0.6869447827339172), ('maut', 0.6246626973152161), ('gehenna', 0.6175416707992554), ('jahanam', 0.6100674867630005), ('sorga', 0.6092599630355835), ('kubur', 0.6067493557929993), ('iblis', 0.6053287386894226), ('kegelapan', 0.5996748805046082), ('tartaros', 0.5940279960632324)]"
4,nubuatan,"[('nubuat', 0.7735408544540405), ('tafsiran', 0.6423344612121582), ('yehezkiel', 0.6399545669555664), ('nubuatnya', 0.6185182332992554), ('perikop', 0.6141251921653748), ('yesaya', 0.6114305257797241), ('zakharia', 0.6068345904350281), ('penafsiran', 0.6031454205513), ('maleakhi', 0.6016178131103516), ('midrash', 0.5994551777839661)]"
4,nubuatnya,"[('nubuat', 0.6551008820533752), ('nubuatan', 0.6185182332992554), ('yehezkiel', 0.5758635401725769), ('maleakhi', 0.5684857964515686), ('midrash', 0.5634098649024963), ('komentari', 0.5518441796302795), ('perikop', 0.5446773767471313), ('talmud', 0.5434852838516235), ('tafsiran', 0.5401431322097778), ('hosea', 0.5355704426765442)]"
4,nyalakan,"[('tjambuk', 0.8044559359550476), ('dilalap', 0.7726882696151733), ('bagansiapi', 0.7662209868431091), ('kobaran', 0.7572845816612244), ('korek', 0.7455450892448425), ('penyembur', 0.7384880781173706), ('purgatorial', 0.7258651852607727), ('melalap', 0.7227568626403809), ('kecilkan', 0.720660924911499), ('unggun', 0.7091094851493835)]"
4,obstruksi,"[('penyumbatan', 0.823935866355896), ('stenosis', 0.8055299520492554), ('peradangan', 0.7913186550140381), ('trombosis', 0.787692666053772), ('perdarahan', 0.7865518927574158), ('radang', 0.782968282699585), ('nekrosis', 0.7664943933486938), ('disfungsi', 0.7662765979766846), ('iskemia', 0.7577494382858276), ('pembengkakan', 0.7538150548934937)]"
4,ofiolit,"[('gunungapi', 0.6534407138824463), ('metamorf', 0.6254279613494873), ('gabro', 0.6252585649490356), ('vulkanisme', 0.6249904632568359), ('tuf', 0.620836615562439), ('palung', 0.6191712617874146), ('tektonik', 0.6103888154029846), ('basalt', 0.6057891845703125), ('sekis', 0.6049161553382874), ('patahan', 0.6047364473342896)]"
4,oransbari,"[('sidey', 0.8757831454277039), ('ransiki', 0.8575954437255859), ('gresi', 0.7981626391410828), ('lampaseh', 0.7876747846603394), ('ngalik', 0.7732422947883606), ('elelim', 0.7683579325675964), ('wamesa', 0.7678529024124146), ('tabulahan', 0.7621987462043762), ('langgudu', 0.7583867907524109), ('paranginan', 0.7557951807975769)]"
4,ordovisium,"[('paleozoikum', 0.815287709236145), ('kenozoikum', 0.7952702641487122), ('silur', 0.7885494828224182), ('miosen', 0.7829926609992981), ('pliosen', 0.7813959717750549), ('eosen', 0.7771933674812317), ('mesozoikum', 0.7764598727226257), ('kambrium', 0.7755060195922852), ('jurasik', 0.7728677988052368), ('pleistosen', 0.7590497136116028)]"
4,orogenesa,"[('inkus', 0.6656826734542847), ('hipabisal', 0.6635967493057251), ('riolitik', 0.6618140339851379), ('desf', 0.6516408324241638), ('malihan', 0.6503923535346985), ('veillet', 0.6501491665840149), ('ceylanica', 0.6483592987060547), ('leusit', 0.6452844142913818), ('effusion', 0.6450408101081848), ('vulkaan', 0.6437609791755676)]"
4,ozon,"[('stratosfer', 0.7300881147384644), ('penipisan', 0.7096455097198486), ('troposfer', 0.6575707793235779), ('ionosfer', 0.6417825818061829), ('atmosfer', 0.6252402663230896), ('atmosferik', 0.6224960684776306), ('presipitasi', 0.6117790937423706), ('argon', 0.6092512607574463), ('termal', 0.5993920564651489), ('metana', 0.5990237593650818)]"
4,padatnya,"[('terbatasnya', 0.6315550804138184), ('sempitnya', 0.6168969869613647), ('menurunnya', 0.6091936826705933), ('bertambahnya', 0.6073511838912964), ('berkurangnya', 0.5964296460151672), ('minimnya', 0.585157573223114), ('ramainya', 0.5667117834091187), ('meningkatnya', 0.5638360381126404), ('banyaknya', 0.5616536736488342), ('macet', 0.5603007674217224)]"
4,pagar,"[('langkan', 0.5816285014152527), ('tembok', 0.572147786617279), ('dinding', 0.5615098476409912), ('parit', 0.5329343676567078), ('tanjong', 0.5312017202377319), ('pembatas', 0.5270300507545471), ('beratap', 0.524735152721405), ('patok', 0.5175554156303406), ('tanggul', 0.5071073174476624), ('tiang', 0.49942508339881897)]"
4,paktolos,"[('citanduy', 0.7413305044174194), ('songhua', 0.7380959391593933), ('pinyuh', 0.7376573085784912), ('microeca', 0.7363234758377075), ('kokitos', 0.7335723638534546), ('yalu', 0.7237780690193176), ('yabok', 0.7196668982505798), ('puar', 0.7195123434066772), ('tarab', 0.7186785936355591), ('tiber', 0.7162805795669556)]"
4,paleozoikum,"[('mesozoikum', 0.8720892071723938), ('kenozoikum', 0.8370760083198547), ('ordovisium', 0.8152877688407898), ('eosen', 0.8052524924278259), ('pliosen', 0.7981168627738953), ('pleistosen', 0.7969049215316772), ('kambrium', 0.7940553426742554), ('miosen', 0.7878992557525635), ('oligosen', 0.7875891923904419), ('proterozoikum', 0.7780408263206482)]"
4,pancaran,"[('pantulan', 0.7221423387527466), ('kosmik', 0.6995857954025269), ('ultraviolet', 0.6940838098526001), ('memancarkan', 0.6706869006156921), ('uv', 0.658765971660614), ('cahayanya', 0.6527041792869568), ('kosmis', 0.6519328355789185), ('cahaya', 0.6453878283500671), ('sinar', 0.6453697085380554), ('kilatan', 0.6323558688163757)]"
4,panik,"[('gelisah', 0.7189759612083435), ('frustasi', 0.7097223401069641), ('cemas', 0.7060378789901733), ('mengamuk', 0.7030606269836426), ('ketakutan', 0.6967060565948486), ('pingsan', 0.6912806630134583), ('terkejut', 0.6888419389724731), ('kaget', 0.6886180639266968), ('kesal', 0.6830965876579285), ('bingung', 0.6801893711090088)]"
4,paradoks,"[('konjektur', 0.6708067655563354), ('generalisasi', 0.6627610921859741), ('analogi', 0.6507644653320312), ('kontradiksi', 0.6395686864852905), ('ontologi', 0.634952962398529), ('metafisika', 0.6077481508255005), ('kausalitas', 0.6035183072090149), ('teorema', 0.6022121906280518), ('teori', 0.6008571982383728), ('ambiguitas', 0.5915654897689819)]"
4,parah,"[('parahnya', 0.6065323352813721), ('menderita', 0.588839054107666), ('menyakitkan', 0.5867602825164795), ('terpukul', 0.5786097645759583), ('serius', 0.5663921236991882), ('lumpuh', 0.5635197162628174), ('memprihatinkan', 0.5619526505470276), ('rentan', 0.5574738383293152), ('fatal', 0.5554394721984863), ('terluka', 0.551698625087738)]"
4,paralisis,"[('kelumpuhan', 0.7727044224739075), ('atrofi', 0.7696992754936218), ('artritis', 0.7664471864700317), ('konstipasi', 0.760628342628479), ('infark', 0.7484374046325684), ('pendarahan', 0.7461436986923218), ('anemia', 0.7457824945449829), ('perdarahan', 0.7420077323913574), ('edema', 0.7415346503257751), ('fibrilasi', 0.741028368473053)]"
4,patahan,"[('sesar', 0.8452460169792175), ('subduksi', 0.7892076373100281), ('retakan', 0.7724836468696594), ('tektonik', 0.7339791655540466), ('rekahan', 0.7168799042701721), ('gunungapi', 0.7024978399276733), ('lempeng', 0.6924907565116882), ('perlapisan', 0.672319233417511), ('sedimen', 0.6619085669517517), ('vulkanisme', 0.6612949967384338)]"
4,payau,"[('genangan', 0.73033207654953), ('estuaria', 0.7263545393943787), ('tawar', 0.6945838332176208), ('menggenang', 0.682489812374115), ('danaunya', 0.6623105406761169), ('keruh', 0.6607605218887329), ('resapan', 0.6484469175338745), ('berlumpur', 0.6447393298149109), ('tergenang', 0.6408337950706482), ('dangkal', 0.6265401840209961)]"
4,pecah,"[('terpecah', 0.6444750428199768), ('pecahnya', 0.6131587028503418), ('meletus', 0.606209397315979), ('runtuh', 0.5960538387298584), ('terjadilah', 0.5462106466293335), ('mengeras', 0.5413744449615479), ('hancur', 0.5388744473457336), ('memecah', 0.5388068556785583), ('mereda', 0.5341195464134216), ('retak', 0.530757486820221)]"
4,pelarutan,"[('dekomposisi', 0.7957228422164917), ('kristalisasi', 0.7859771251678467), ('kondensasi', 0.7689566612243652), ('pengendapan', 0.7653344869613647), ('hidrolisis', 0.7573328018188477), ('penguraian', 0.747010350227356), ('netralisasi', 0.7429932355880737), ('hidrogenasi', 0.7349578738212585), ('hidrasi', 0.7323037981987), ('deprotonasi', 0.725619375705719)]"
4,pelecehan,"[('pemerkosaan', 0.7625377178192139), ('perkosaan', 0.7177287936210632), ('penganiayaan', 0.6454422473907471), ('kekerasan', 0.6414380669593811), ('pemukulan', 0.632803201675415), ('sodomi', 0.6239362359046936), ('intimidasi', 0.6134054064750671), ('diskriminasi', 0.612112820148468), ('penyiksaan', 0.6112606525421143), ('perzinahan', 0.6034226417541504)]"
4,pelelehan,"[('kristalisasi', 0.7288565635681152), ('pengendapan', 0.7280930876731873), ('pendinginan', 0.7239495515823364), ('sublimasi', 0.7024719715118408), ('kondensasi', 0.6953015923500061), ('dekomposisi', 0.6899191737174988), ('lelehan', 0.6801957488059998), ('pelarutan', 0.6759496331214905), ('pemanasan', 0.6750147938728333), ('pengeringan', 0.67266845703125)]"
4,pemanenan,"[('pengeringan', 0.7207023501396179), ('pemupukan', 0.7097633481025696), ('perbanyakan', 0.6832088232040405), ('pembudidayaan', 0.6823518872261047), ('pemasakan', 0.6789768934249878), ('ekstraksi', 0.6772650480270386), ('pengasapan', 0.6615056395530701), ('memanen', 0.6554573178291321), ('pengomposan', 0.6500123739242554), ('budidaya', 0.6472978591918945)]"
4,pemanfaatan,"[('penyediaan', 0.6355977654457092), ('budidaya', 0.632419228553772), ('sumberdaya', 0.6183250546455383), ('pengelolaan', 0.604788064956665), ('ketersediaan', 0.5969181656837463), ('pengolahan', 0.590901255607605), ('penggunaan', 0.5894078612327576), ('penanaman', 0.5856626033782959), ('reboisasi', 0.5855374932289124), ('pemanfaatannya', 0.5847887992858887)]"
4,pemantauan,"[('monitoring', 0.7095335721969604), ('pemetaan', 0.6985608339309692), ('pelacakan', 0.6934437155723572), ('evaluasi', 0.6837987899780273), ('pengontrolan', 0.6771032214164734), ('mitigasi', 0.6586722135543823), ('peramalan', 0.6287599205970764), ('pendataan', 0.6239092946052551), ('pengintaian', 0.6236222386360168), ('deteksi', 0.6214152574539185)]"
4,pemantik,"[('korek', 0.7559129595756531), ('penyembur', 0.7519448399543762), ('kobaran', 0.6752026081085205), ('pelontar', 0.6581904888153076), ('tjambuk', 0.6476719379425049), ('dilalap', 0.6456727981567383), ('bagansiapi', 0.6212738752365112), ('melalap', 0.6119997501373291), ('kerata', 0.5872243046760559), ('flamethrower', 0.5868790149688721)]"
4,pemasukan,"[('penghasilan', 0.7652511596679688), ('pendapatan', 0.7581979632377625), ('pendapatannya', 0.6771374940872192), ('subsidi', 0.6728276014328003), ('pengeluaran', 0.6682597398757935), ('keuntungan', 0.661643385887146), ('insentif', 0.6301693320274353), ('pendanaan', 0.6249077916145325), ('devisa', 0.6071943640708923), ('pembiayaan', 0.6056275963783264)]"
4,pembabatan,"[('penggundulan', 0.6861196756362915), ('membabat', 0.6369317173957825), ('nemisa', 0.5952455401420593), ('kaombo', 0.5870357751846313), ('teutoburg', 0.5841843485832214), ('penyesedan', 0.5682377815246582), ('lipur', 0.5656145811080933), ('dandaka', 0.5646907091140747), ('belantara', 0.5590856671333313), ('lindung', 0.551446259021759)]"
4,pembajakan,"[('perompakan', 0.6281188130378723), ('sabotase', 0.609982967376709), ('penyanderaan', 0.5973216891288757), ('penyelundupan', 0.5940876603126526), ('pencurian', 0.5878515243530273), ('boikot', 0.5827291011810303), ('terorisme', 0.579241156578064), ('pemogokan', 0.5717445015907288), ('penembakan', 0.568729043006897), ('penculikan', 0.5497220754623413)]"
4,pembakaran,"[('tungku', 0.6004631519317627), ('penyalaan', 0.5571781992912292), ('pembakar', 0.5559828877449036), ('dibakar', 0.5479232668876648), ('pengeringan', 0.5469483137130737), ('terbakar', 0.5388039350509644), ('asap', 0.5379158854484558), ('dekomposisi', 0.5306907296180725), ('pendinginan', 0.5252001881599426), ('perusakan', 0.5248269438743591)]"
4,pembantuku,"[('jodohku', 0.7768535614013672), ('bonekaku', 0.7397457361221313), ('karmelia', 0.7375271916389465), ('kepepet', 0.7329379916191101), ('premanwati', 0.7326498627662659), ('nenny', 0.7242405414581299), ('ibuku', 0.7206833958625793), ('nimas', 0.719886839389801), ('nessa', 0.7185040712356567), ('vika', 0.7177013754844666)]"
4,pembasmian,"[('sabotase', 0.5653086304664612), ('pemusnahan', 0.5606046319007874), ('pembersihan', 0.5186553001403809), ('makar', 0.5164082646369934), ('pengusiran', 0.5127534866333008), ('pemaksaan', 0.5079692602157593), ('pengurungan', 0.5078212022781372), ('pemerasan', 0.5001749396324158), ('persekongkolan', 0.49763062596321106), ('pembiaran', 0.48477330803871155)]"
4,pembatalan,"[('penundaan', 0.7127600312232971), ('penghentian', 0.7080634832382202), ('dibatalkan', 0.6710048317909241), ('pemecatan', 0.6419467329978943), ('penangguhan', 0.6187058687210083), ('pencabutan', 0.6011649370193481), ('keterlambatan', 0.5949728488922119), ('membatalkan', 0.5943049788475037), ('penghapusan', 0.58098965883255), ('gagalnya', 0.5685184001922607)]"
4,pembekuan,"[('penyaringan', 0.6825556755065918), ('pencairan', 0.6797075271606445), ('pembusukan', 0.6724050641059875), ('filtrasi', 0.6703845262527466), ('pendinginan', 0.6556708216667175), ('pengeringan', 0.6518276333808899), ('sterilisasi', 0.6419495344161987), ('pelelehan', 0.6352853775024414), ('kristalisasi', 0.6299818754196167), ('dekomposisi', 0.6284260153770447)]"
4,pembelotan,"[('pengusiran', 0.6019953489303589), ('serbuan', 0.5876150727272034), ('penaklukkan', 0.5803654193878174), ('terbunuhnya', 0.5726305842399597), ('penjarahan', 0.5721561312675476), ('penyerbuan', 0.567455530166626), ('provokasi', 0.5642485022544861), ('pemecatan', 0.5569134950637817), ('pengkhianatan', 0.5559293627738953), ('penyerangan', 0.5543830990791321)]"
4,pembengkakan,"[('peradangan', 0.8500622510910034), ('radang', 0.8431257009506226), ('perdarahan', 0.8255559802055359), ('iritasi', 0.8079479932785034), ('bengkak', 0.8044331669807434), ('lesi', 0.7927869558334351), ('nekrosis', 0.789960503578186), ('nyeri', 0.7859036922454834), ('abses', 0.785158634185791), ('penyumbatan', 0.7839441299438477)]"
4,pemberontakan,"[('perlawanan', 0.6620222330093384), ('kudeta', 0.6432095170021057), ('pemberontak', 0.6421779990196228), ('penyerbuan', 0.6123947501182556), ('pengepungan', 0.6088103652000427), ('memberontak', 0.6079797148704529), ('kerusuhan', 0.6066420078277588), ('penaklukan', 0.605550229549408), ('pemberontakkan', 0.6014965176582336), ('penyerangan', 0.5963001847267151)]"
4,pemboman,"[('pengeboman', 0.7697562575340271), ('dibom', 0.6828406453132629), ('penembakan', 0.6392833590507507), ('penggerebekan', 0.6054251194000244), ('mengebom', 0.5957056879997253), ('peledakan', 0.5839472413063049), ('bom', 0.5554072856903076), ('penyanderaan', 0.5544673800468445), ('penyerbuan', 0.5537320375442505), ('lockerbie', 0.5508995056152344)]"
4,pembubarannya,"[('keruntuhannya', 0.6052942872047424), ('kejatuhannya', 0.578306257724762), ('bubarnya', 0.5677074193954468), ('penutupannya', 0.5549970865249634), ('pembubaran', 0.5539504885673523), ('dibubarkannya', 0.5395850539207458), ('kematiannya', 0.539333164691925), ('mangkatnya', 0.5173254609107971), ('wafatnya', 0.5120854377746582), ('dijabatnya', 0.5114768147468567)]"
4,pembunuhan,"[('penculikan', 0.7707566022872925), ('pembantaian', 0.6968938708305359), ('pemerkosaan', 0.6706955432891846), ('pembunuhannya', 0.6617890000343323), ('penembakan', 0.6365798711776733), ('pengkhianatan', 0.6364545226097107), ('eksekusi', 0.6327294707298279), ('pemukulan', 0.6285050511360168), ('perampokan', 0.622097373008728), ('penyiksaan', 0.6190376877784729)]"
4,pembunuhannya,"[('penangkapannya', 0.6985499858856201), ('pembunuhan', 0.6617889404296875), ('kudeta', 0.6281641721725464), ('terbunuhnya', 0.6206331849098206), ('pemecatan', 0.6038405895233154), ('kejatuhannya', 0.5828974843025208), ('kematiannya', 0.5795490741729736), ('perceraiannya', 0.5721123814582825), ('penggulingan', 0.5691438913345337), ('penahanannya', 0.5671342015266418)]"
4,pemecatan,"[('pembatalan', 0.6419466137886047), ('penahanan', 0.6368316411972046), ('penangguhan', 0.6350939273834229), ('dakwaan', 0.6213804483413696), ('kelalaian', 0.6159006357192993), ('pemakzulan', 0.6130005121231079), ('pembunuhannya', 0.6038405299186707), ('penghentian', 0.6037654876708984), ('penolakan', 0.6022201776504517), ('kecurangan', 0.5999979376792908)]"
4,pemerkosaan,"[('perkosaan', 0.8134089708328247), ('pelecehan', 0.7625377178192139), ('penculikan', 0.7190192341804504), ('sodomi', 0.7078040242195129), ('penyiksaan', 0.7057971358299255), ('pembunuhan', 0.6706955432891846), ('pemukulan', 0.6693584322929382), ('intimidasi', 0.6621826887130737), ('kekerasan', 0.6528498530387878), ('mutilasi', 0.6479933261871338)]"
4,pemikat,"[('pujaan', 0.6499709486961365), ('bisikan', 0.6216601729393005), ('kasmaran', 0.6189715266227722), ('copet', 0.6109250783920288), ('bidadari', 0.6053822040557861), ('manisnya', 0.5971928834915161), ('jodohku', 0.5920611619949341), ('jeritan', 0.591152548789978), ('rayuan', 0.5877090692520142), ('titisan', 0.5824815034866333)]"
4,pemindahan,"[('relokasi', 0.682976245880127), ('perpindahan', 0.6698047518730164), ('pembongkaran', 0.6121176481246948), ('pengalihan', 0.5723957419395447), ('pindahnya', 0.5695807337760925), ('pengembalian', 0.5641034245491028), ('memindahkan', 0.5459550023078918), ('evakuasi', 0.5436213612556458), ('pembersihan', 0.5347598791122437), ('kepindahan', 0.5337582230567932)]"
4,pemugaran,"[('renovasi', 0.8120912313461304), ('pembangunannya', 0.6675994396209717), ('rekonstruksi', 0.6516329646110535), ('penggalian', 0.6359851956367493), ('ekskavasi', 0.6291927695274353), ('restorasi', 0.6264604330062866), ('perombakan', 0.6123933792114258), ('pembongkaran', 0.6010074019432068), ('pembenahan', 0.5933494567871094), ('peremajaan', 0.5889215469360352)]"
4,pemukulan,"[('pemerkosaan', 0.6693583726882935), ('penculikan', 0.6575686931610107), ('perkosaan', 0.6522697806358337), ('penyiksaan', 0.6481132507324219), ('intimidasi', 0.6346011161804199), ('pelecehan', 0.6328033208847046), ('pembunuhan', 0.6285051107406616), ('pengkhianatan', 0.6158095598220825), ('penyuapan', 0.6084194779396057), ('provokasi', 0.6074504256248474)]"
4,penafsiran,"[('interpretasi', 0.8316510915756226), ('tafsiran', 0.8204629421234131), ('argumen', 0.6985856294631958), ('penyataan', 0.6800764799118042), ('pandangan', 0.6627962589263916), ('argumentasi', 0.6594940423965454), ('pemahaman', 0.6568958759307861), ('hipotesa', 0.654603898525238), ('nubuat', 0.6482028961181641), ('rumusan', 0.6458686590194702)]"
4,penahanan,"[('penyiksaan', 0.7218238115310669), ('eksekusi', 0.6674913167953491), ('interogasi', 0.6433068513870239), ('pemecatan', 0.6368315815925598), ('tahanan', 0.6158924102783203), ('penganiayaan', 0.6074507236480713), ('pemenjaraan', 0.606840193271637), ('penangguhan', 0.6037671566009521), ('penjara', 0.5999406576156616), ('dipenjara', 0.5934905409812927)]"
4,penaklukan,"[('penaklukkan', 0.8543969988822937), ('invasi', 0.6871110200881958), ('aneksasi', 0.6690002083778381), ('pengepungan', 0.6673812866210938), ('penaklukannya', 0.663946807384491), ('reconquista', 0.6357981562614441), ('serbuan', 0.6191612482070923), ('penyerbuan', 0.6170022487640381), ('ditaklukkan', 0.6102769374847412), ('penyerangan', 0.6083601117134094)]"
4,penaklukkan,"[('penaklukan', 0.8543970584869385), ('aneksasi', 0.6835116744041443), ('ditaklukkan', 0.6739771366119385), ('direbutnya', 0.6664557456970215), ('pengepungan', 0.6602606177330017), ('penaklukannya', 0.6489155292510986), ('invasi', 0.6364296078681946), ('ditaklukan', 0.6326372623443604), ('serbuan', 0.6317905783653259), ('pencaplokan', 0.6249536871910095)]"
4,penambangan,"[('pertambangan', 0.7278719544410706), ('tambang', 0.7172698974609375), ('pengeboran', 0.6615606546401978), ('ekstraksi', 0.6445650458335876), ('bijih', 0.6435468792915344), ('pengerukan', 0.6170222163200378), ('bauksit', 0.6134787797927856), ('ditambang', 0.6051368713378906), ('timah', 0.6046530604362488), ('penyulingan', 0.6037204265594482)]"
4,penanaman,"[('budidaya', 0.6501156687736511), ('pembibitan', 0.628793478012085), ('menanam', 0.6075214743614197), ('pemanenan', 0.6065018177032471), ('penebangan', 0.6036080121994019), ('pemanfaatan', 0.5856626033782959), ('memanen', 0.5850628614425659), ('palawija', 0.578384518623352), ('persemaian', 0.5697240829467773), ('pertanaman', 0.5674876570701599)]"
4,penanganan,"[('pencegahan', 0.7306545376777649), ('penanggulangan', 0.6518616676330566), ('perawatan', 0.6413781642913818), ('pemantauan', 0.6158459782600403), ('preventif', 0.6061918139457703), ('diagnosa', 0.5997908115386963), ('prosedur', 0.5948015451431274), ('mitigasi', 0.5898814797401428), ('vaksinasi', 0.5724849700927734), ('pengendalian', 0.5713714361190796)]"
4,penanggulangan,"[('mitigasi', 0.7275558710098267), ('pencegahan', 0.6959551572799683), ('penanganan', 0.6518616676330566), ('pemberantasan', 0.6327118277549744), ('menanggulangi', 0.6054093837738037), ('kesiapsiagaan', 0.5974975228309631), ('pengentasan', 0.5906413793563843), ('bnn', 0.5790284872055054), ('penindakan', 0.577713131904602), ('rehabilitasi', 0.561191737651825)]"
4,penangkapannya,"[('pembunuhannya', 0.6985499262809753), ('penahanan', 0.5862261652946472), ('kejatuhannya', 0.5816658735275269), ('eksekusi', 0.5799707174301147), ('pemecatan', 0.5708438754081726), ('kematiannya', 0.5599250793457031), ('pembebasannya', 0.5589586496353149), ('pemenjaraan', 0.5493409633636475), ('terbunuhnya', 0.5468931198120117), ('dijatuhkannya', 0.5456920862197876)]"
4,penasaran,"[('kaget', 0.7116350531578064), ('kesal', 0.706996738910675), ('bingung', 0.7049188017845154), ('cemburu', 0.7004204392433167), ('geram', 0.6940174102783203), ('sedih', 0.6925703287124634), ('ngeri', 0.6868966221809387), ('takjub', 0.6833452582359314), ('terharu', 0.6823329329490662), ('resah', 0.6775110960006714)]"
4,penatagunaan,"[('manupeu', 0.8002884387969971), ('bencah', 0.7988304495811462), ('sareal', 0.7972878813743591), ('liatnya', 0.7706697583198547), ('lungguh', 0.7255033254623413), ('diatome', 0.7210739850997925), ('subsiden', 0.7176641225814819), ('badatu', 0.7158970832824707), ('oddsson', 0.7110285758972168), ('pengangonan', 0.7109161615371704)]"
4,pencegahan,"[('penanganan', 0.7306544780731201), ('preventif', 0.7250367999076843), ('penanggulangan', 0.6959551572799683), ('pengendalian', 0.6614493727684021), ('mitigasi', 0.6613848805427551), ('penindakan', 0.637295126914978), ('pencegah', 0.6353971362113953), ('diagnosa', 0.6150996088981628), ('pemantauan', 0.6131660342216492), ('sistemik', 0.5994336009025574)]"
4,penculikan,"[('pembunuhan', 0.7707566022872925), ('pemerkosaan', 0.7190191745758057), ('perkosaan', 0.6968581080436707), ('perampokan', 0.6676581501960754), ('pemukulan', 0.657568633556366), ('pengkhianatan', 0.6518018841743469), ('pencurian', 0.6446717977523804), ('penyanderaan', 0.6434455513954163), ('penipuan', 0.6375189423561096), ('penyiksaan', 0.626319944858551)]"
4,pencurian,"[('penipuan', 0.764009952545166), ('perampokan', 0.7324249744415283), ('penggelapan', 0.69426429271698), ('pemerasan', 0.6868200302124023), ('penyitaan', 0.6605659127235413), ('pemalsuan', 0.6506186723709106), ('penculikan', 0.6446718573570251), ('pembobolan', 0.6439906358718872), ('perampasan', 0.6389867067337036), ('penyelundupan', 0.6267664432525635)]"
4,pendarahan,"[('perdarahan', 0.8098511099815369), ('kelumpuhan', 0.7930763959884644), ('radang', 0.790605366230011), ('kram', 0.7762665152549744), ('pembengkakan', 0.7742928266525269), ('kebutaan', 0.7732022404670715), ('memar', 0.760120153427124), ('kejang', 0.7594931721687317), ('anemia', 0.7486132383346558), ('konstipasi', 0.7464419603347778)]"
4,pendaratan,"[('mendarat', 0.6818097829818726), ('penerjunan', 0.6303690075874329), ('evakuasi', 0.5945394039154053), ('bombardemen', 0.5616108775138855), ('pendarat', 0.5592008829116821), ('manuver', 0.5519030094146729), ('guadalkanal', 0.5320187211036682), ('penyerangan', 0.5318745374679565), ('pengintaian', 0.5240216851234436), ('serangan', 0.5196250677108765)]"
4,pendinginan,"[('pemanasan', 0.7859065532684326), ('pengeringan', 0.7466912269592285), ('penguapan', 0.7273522019386292), ('pelelehan', 0.7239494919776917), ('ventilasi', 0.7005283236503601), ('filtrasi', 0.6992904543876648), ('pendingin', 0.6866422295570374), ('kristalisasi', 0.6716252565383911), ('termal', 0.666590690612793), ('dekomposisi', 0.6603747606277466)]"
4,penenggelaman,"[('karam', 0.5715742111206055), ('selamnya', 0.536200225353241), ('karamnya', 0.5245347023010254), ('ditenggelamkan', 0.5153054594993591), ('tenggelamnya', 0.5145862698554993), ('senyavin', 0.5081656575202942), ('ditorpedo', 0.5045371055603027), ('rms', 0.5044477581977844), ('submarinir', 0.4898090660572052), ('pesiarnya', 0.48450157046318054)]"
4,penerjunan,"[('penyergapan', 0.6388230323791504), ('pendaratan', 0.6303690671920776), ('pengintaian', 0.5967643857002258), ('evakuasi', 0.5829913020133972), ('penghadangan', 0.5792105197906494), ('bombardemen', 0.5768966674804688), ('penyerangan', 0.5702363848686218), ('penyerbuan', 0.5688649415969849), ('penyisiran', 0.5447839498519897), ('sergapan', 0.5346133708953857)]"
4,pengairan,"[('irigasi', 0.8699996471405029), ('drainase', 0.7402336001396179), ('persawahan', 0.6361889243125916), ('mengairi', 0.6315775513648987), ('bendung', 0.6046170592308044), ('sawah', 0.6023113131523132), ('sanitasi', 0.6012572050094604), ('pesawahan', 0.5942135453224182), ('waduk', 0.5871123671531677), ('selokan', 0.5866560339927673)]"
4,pengapian,"[('injeksi', 0.7232878804206848), ('hidraulik', 0.7032055854797363), ('aktuator', 0.7021445631980896), ('hidrolik', 0.697810709476471), ('cdi', 0.6825746893882751), ('konverter', 0.6813735365867615), ('pengereman', 0.6806660890579224), ('transformator', 0.6786738038063049), ('injektor', 0.6767510771751404), ('karburator', 0.6761634945869446)]"
4,pengaspalan,"[('pelebaran', 0.6650598645210266), ('pengerasan', 0.6370627284049988), ('senderan', 0.6331897974014282), ('cagak', 0.6312729120254517), ('betonisasi', 0.6200580596923828), ('talud', 0.6167864799499512), ('makadam', 0.6084035634994507), ('setapak', 0.6066813468933105), ('pembetonan', 0.6029368042945862), ('pasirkaliki', 0.5813643932342529)]"
4,pengejaran,"[('penyergapan', 0.7076272964477539), ('penyerangan', 0.6622416377067566), ('penghadangan', 0.6612531542778015), ('sergapan', 0.6384342908859253), ('penyerbuan', 0.6294162273406982), ('aksinya', 0.6251676678657532), ('serangannya', 0.6064044833183289), ('perkelahian', 0.5888360142707825), ('serbuan', 0.5826300382614136), ('bombardemen', 0.573085367679596)]"
4,pengelasan,"[('pengecoran', 0.7272399067878723), ('penyepuhan', 0.7094823718070984), ('fabrikasi', 0.7024666666984558), ('ekstrusi', 0.6867095828056335), ('pelapisan', 0.681727945804596), ('penyambungan', 0.6794913411140442), ('kromatografi', 0.675616979598999), ('penempaan', 0.6724240779876709), ('tanur', 0.6684555411338806), ('permesinan', 0.6488546133041382)]"
